UKPRN,HE provider,Country of HE provider,Region of HE provider,Academic Year,KFI ratio title,Value (Ratio)
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Surplus/(deficit) as a % of total income,-0.14800000000000002
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.042
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Staff costs as a % of total income,0.747
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Staff costs excl. pension adjustment as a % of total income,0.557
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Premises costs as a % of total costs,0.065
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.077
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Unrestricted reserves as a % of total income,1.133
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,External borrowing as a % of total income,0.33
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Days ratio of total net assets to total expenditure,382.0
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,458.0
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Ratio of current assets to current liabilities,2.6
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Net cash inflow from operating activities as a % of total income,0.09
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Net liquidity days,139.0
10007807,Ulster University,Northern Ireland,Northern Ireland,2018/19,Net liquidity days excl. pension adjustment,169.0
10007784,University College London,England,London,2018/19,Surplus/(deficit) as a % of total income,-0.124
10007784,University College London,England,London,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.045
10007784,University College London,England,London,2018/19,Staff costs as a % of total income,0.703
10007784,University College London,England,London,2018/19,Staff costs excl. pension adjustment as a % of total income,0.534
10007784,University College London,England,London,2018/19,Premises costs as a % of total costs,0.067
10007784,University College London,England,London,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.079
10007784,University College London,England,London,2018/19,Unrestricted reserves as a % of total income,0.762
10007784,University College London,England,London,2018/19,External borrowing as a % of total income,0.222
10007784,University College London,England,London,2018/19,Days ratio of total net assets to total expenditure,281.0
10007784,University College London,England,London,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,331.0
10007784,University College London,England,London,2018/19,Ratio of current assets to current liabilities,0.9
10007784,University College London,England,London,2018/19,Net cash inflow from operating activities as a % of total income,0.099
10007784,University College London,England,London,2018/19,Net liquidity days,71.0
10007784,University College London,England,London,2018/19,Net liquidity days excl. pension adjustment,85.0
10007793,University of South Wales,Wales,Wales,2018/19,Surplus/(deficit) as a % of total income,0.027999999999999997
10007793,University of South Wales,Wales,Wales,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.028999999999999998
10007793,University of South Wales,Wales,Wales,2018/19,Staff costs as a % of total income,0.58
10007793,University of South Wales,Wales,Wales,2018/19,Staff costs excl. pension adjustment as a % of total income,0.579
10007793,University of South Wales,Wales,Wales,2018/19,Premises costs as a % of total costs,0.053
10007793,University of South Wales,Wales,Wales,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.053
10007793,University of South Wales,Wales,Wales,2018/19,Unrestricted reserves as a % of total income,0.35700000000000004
10007793,University of South Wales,Wales,Wales,2018/19,External borrowing as a % of total income,0.305
10007793,University of South Wales,Wales,Wales,2018/19,Days ratio of total net assets to total expenditure,143.0
10007793,University of South Wales,Wales,Wales,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,143.0
10007793,University of South Wales,Wales,Wales,2018/19,Ratio of current assets to current liabilities,2.9
10007793,University of South Wales,Wales,Wales,2018/19,Net cash inflow from operating activities as a % of total income,0.133
10007793,University of South Wales,Wales,Wales,2018/19,Net liquidity days,221.0
10007793,University of South Wales,Wales,Wales,2018/19,Net liquidity days excl. pension adjustment,221.0
10008574,The University of Wales (central functions),Wales,Wales,2018/19,Surplus/(deficit) as a % of total income,-0.649
10008574,The University of Wales (central functions),Wales,Wales,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,-0.489
10008574,The University of Wales (central functions),Wales,Wales,2018/19,Staff costs as a % of total income,0.769
10008574,The University of Wales (central functions),Wales,Wales,2018/19,Staff costs excl. pension adjustment as a % of total income,0.609
10008574,The University of Wales (central functions),Wales,Wales,2018/19,Premises costs as a % of total costs,0.047
10008574,The University of Wales (central functions),Wales,Wales,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.052000000000000005
10008574,The University of Wales (central functions),Wales,Wales,2018/19,Unrestricted reserves as a % of total income,-0.39899999999999997
10008574,The University of Wales (central functions),Wales,Wales,2018/19,External borrowing as a % of total income,0.052000000000000005
10008574,The University of Wales (central functions),Wales,Wales,2018/19,Days ratio of total net assets to total expenditure,91.0
10008574,The University of Wales (central functions),Wales,Wales,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,101.0
10008574,The University of Wales (central functions),Wales,Wales,2018/19,Ratio of current assets to current liabilities,1.1
10008574,The University of Wales (central functions),Wales,Wales,2018/19,Net cash inflow from operating activities as a % of total income,-0.42200000000000004
10008574,The University of Wales (central functions),Wales,Wales,2018/19,Net liquidity days,20.0
10008574,The University of Wales (central functions),Wales,Wales,2018/19,Net liquidity days excl. pension adjustment,22.0
10007163,The University of Warwick,England,West Midlands,2018/19,Surplus/(deficit) as a % of total income,-0.111
10007163,The University of Warwick,England,West Midlands,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.083
10007163,The University of Warwick,England,West Midlands,2018/19,Staff costs as a % of total income,0.6970000000000001
10007163,The University of Warwick,England,West Midlands,2018/19,Staff costs excl. pension adjustment as a % of total income,0.503
10007163,The University of Warwick,England,West Midlands,2018/19,Premises costs as a % of total costs,0.031
10007163,The University of Warwick,England,West Midlands,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.037000000000000005
10007163,The University of Warwick,England,West Midlands,2018/19,Unrestricted reserves as a % of total income,0.303
10007163,The University of Warwick,England,West Midlands,2018/19,External borrowing as a % of total income,0.266
10007163,The University of Warwick,England,West Midlands,2018/19,Days ratio of total net assets to total expenditure,105.0
10007163,The University of Warwick,England,West Midlands,2018/19,Days ratio of total net assets to total expenditure excl. pension adjustment,128.0
10007163,The University of Warwick,England,West Midlands,2018/19,Ratio of current assets to current liabilities,1.4
10007163,The University of Warwick,England,West Midlands,2018/19,Net cash inflow from operating activities as a % of total income,0.132
10007163,The University of Warwick,England,West Midlands,2018/19,Net liquidity days,115.0
10007163,The University of Warwick,England,West Midlands,2018/19,Net liquidity days excl. pension adjustment,141.0
10007164,"University of the West of England, Bristol",England,South West,2018/19,Surplus/(deficit) as a % of total income,0.011000000000000001
10007164,"University of the West of England, Bristol",England,South West,2018/19,Surplus/(deficit) excl. pension adjustment as a % of total income,0.052000000000000005
10007164,"University of the West of England, Bristol",England,South West,2018/19,Staff costs as a % of total income,0.605
10007164,"University of the West of England, Bristol",England,South West,2018/19,Staff costs excl. pension adjustment as a % of total income,0.564
10007164,"University of the West of England, Bristol",England,South West,2018/19,Premises costs as a % of total costs,0.057
10007164,"University of the West of England, Bristol",England,South West,2018/19,Premises costs as a % of total costs excl. pension adjustment,0.06
10007164,"University of the West of England, Bristol",England,South West,2018/19,Unrestricted reserves as a % of total income,1.5119999999999998
